map,i,start,goal_near,goal_far,closed,forward,backward
lak108d.map,49,216,162,401,13,13,13
lak108d.map,50,74,5,223,12,9,9
lak108d.map,51,379,420,238,4,13,13
lak108d.map,52,128,91,157,8,9,9
lak108d.map,53,233,206,437,18,24,24
lak108d.map,54,339,382,5,4,21,44
lak108d.map,55,80,291,170,15,15,20
lak108d.map,56,129,87,46,3,4,3
lak108d.map,57,10,115,197,6,7,10
lak108d.map,58,362,92,10,27,7,113
lak108d.map,59,49,127,79,12,10,10
lak108d.map,60,401,229,119,27,5,17
lak108d.map,61,402,115,117,30,11,68
lak108d.map,62,32,118,90,7,8,8
lak108d.map,63,162,173,379,12,15,15
lak108d.map,64,464,353,162,59,4,18
lak108d.map,65,379,254,131,8,10,10
lak108d.map,66,241,131,333,11,12,12
lak108d.map,67,136,110,78,7,7,7
lak108d.map,68,402,374,438,60,5,45
lak108d.map,69,152,47,274,6,10,10
lak108d.map,70,118,115,203,4,5,5
lak108d.map,71,211,151,228,7,17,17
lak108d.map,72,51,135,156,5,4,1
lak108d.map,73,177,170,189,8,4,3
lak108d.map,74,464,72,96,27,9,9
lak108d.map,75,140,93,247,8,7,7
lak108d.map,76,248,373,417,11,3,9
lak108d.map,77,49,122,206,14,8,4
lak108d.map,78,372,397,213,6,23,70
lak108d.map,79,275,141,100,21,4,16
lak108d.map,80,224,31,70,14,7,7
lak108d.map,81,32,291,354,24,7,3
lak108d.map,82,435,183,116,21,8,58
lak108d.map,83,416,99,39,18,4,4
lak108d.map,84,232,421,111,10,11,11
lak108d.map,85,288,155,113,14,3,9
lak108d.map,86,273,189,363,5,12,10
lak108d.map,87,401,4,142,22,14,14
lak108d.map,88,2,215,198,14,4,12
lak108d.map,89,100,200,172,11,7,11
lak108d.map,90,153,174,28,2,7,7
lak108d.map,91,34,127,372,19,63,24
lak108d.map,92,105,71,354,12,27,26
lak108d.map,93,177,185,163,9,1,8
lak108d.map,94,296,374,79,53,8,23
lak108d.map,95,177,51,397,7,24,20
lak108d.map,96,10,150,421,15,16,17
lak108d.map,97,402,199,84,26,7,11
lak108d.map,98,175,87,399,9,24,18
lak108d.map,99,105,236,357,12,19,13
lak109d.map,0,512,361,815,7,14,13
lak109d.map,1,257,131,662,11,29,29
lak109d.map,2,504,367,364,50,4,43
lak109d.map,3,722,275,214,19,2,3
lak109d.map,4,443,365,133,42,5,14
lak109d.map,5,656,504,337,8,64,39
lak109d.map,6,225,44,365,8,15,15
lak109d.map,7,788,165,14,62,5,92
lak109d.map,8,256,513,482,23,1,7
lak109d.map,9,663,567,15,161,9,22
lak109d.map,10,713,226,43,26,10,63
lak109d.map,11,393,756,818,25,5,6
lak109d.map,12,384,131,697,22,143,108
lak109d.map,13,337,247,13,4,15,14
lak109d.map,14,482,451,413,3,83,58
lak109d.map,15,216,424,74,10,13,13
lak109d.map,16,787,277,443,39,114,142
lak109d.map,17,666,133,102,33,1,56
lak109d.map,18,224,221,481,4,20,19
lak109d.map,19,443,223,605,18,106,104
lak109d.map,20,16,249,442,16,20,20
lak109d.map,21,450,483,534,5,108,80
lak109d.map,22,424,165,43,21,4,6
lak109d.map,23,533,484,788,78,100,125
lak109d.map,24,513,227,625,25,145,89
lak109d.map,25,353,310,391,21,22,40
lak109d.map,26,538,685,787,9,149,154
lak109d.map,27,659,455,189,94,3,16
lak109d.map,28,105,218,290,12,11,11
lak109d.map,29,714,258,395,22,64,100
lak109d.map,30,624,851,663,194,3,91
lak109d.map,31,75,820,727,139,0,0
lak109d.map,32,451,815,445,20,80,65
lak109d.map,33,186,421,629,14,36,37
lak109d.map,34,877,626,413,158,1,53
lak109d.map,35,505,442,381,6,4,5
lak109d.map,36,43,445,756,26,91,48
lak109d.map,37,163,391,421,21,4,1
lak109d.map,38,512,604,256,6,21,23
lak109d.map,39,473,397,423,48,10,54
lak109d.map,40,251,318,455,10,13,13
lak109d.map,41,442,567,43,10,22,22
lak109d.map,42,453,223,133,19,4,10
lak109d.map,43,714,691,453,106,5,112
lak109d.map,44,696,753,602,6,4,7
lak109d.map,45,311,694,815,21,25,28
lak109d.map,46,474,282,163,19,4,10
lak109d.map,47,216,623,743,31,64,14
lak109d.map,48,197,367,566,17,21,21
lak109d.map,49,368,250,252,7,5,2
lak109d.map,50,633,722,725,5,5,5
lak109d.map,51,289,259,541,2,27,27
lak109d.map,52,849,755,686,8,152,174
lak109d.map,53,249,542,684,18,29,29
lak109d.map,54,320,195,754,10,35,65
lak109d.map,55,537,285,421,21,77,88
lak109d.map,56,723,364,135,14,20,20
lak109d.map,57,536,444,655,6,5,5
lak109d.map,58,880,395,302,44,5,25
lak109d.map,59,393,252,46,15,12,19
lak109d.map,60,744,253,311,28,31,9
lak109d.map,61,288,414,190,11,11,11
lak109d.map,62,453,189,198,16,13,9
lak109d.map,63,368,283,541,9,13,13
lak109d.map,64,227,166,693,4,30,30
lak109d.map,65,286,303,422,15,7,5
lak109d.map,66,752,335,74,18,19,21
lak109d.map,67,392,368,165,8,15,20
lak109d.map,68,331,412,413,57,2,8
lak109d.map,69,512,424,635,6,8,7
lak109d.map,70,392,391,757,2,27,17
lak109d.map,71,533,382,423,7,59,92
lak109d.map,72,288,351,333,6,17,17
lak109d.map,73,696,480,569,14,145,133
lak109d.map,74,136,653,880,25,133,66
lak109d.map,75,632,362,420,10,2,2
lak109d.map,76,321,252,186,12,9,14
lak109d.map,77,257,246,633,12,17,16
lak109d.map,78,288,254,473,6,11,11
lak109d.map,79,257,243,421,15,9,8
lak109d.map,80,504,484,540,78,20,99
lak109d.map,81,514,484,350,2,51,28
lak109d.map,82,280,365,566,9,25,25
lak109d.map,83,450,455,623,6,133,90
lak109d.map,84,568,657,513,5,93,134
lak109d.map,85,384,252,630,17,84,106
lak109d.map,86,513,310,850,15,19,18
lak109d.map,87,511,309,279,16,2,7
lak109d.map,88,273,334,222,4,10,11
lak109d.map,89,629,743,422,13,83,135
lak109d.map,90,423,334,503,5,85,57
lak109d.map,91,849,570,45,19,54,121
lak109d.map,92,604,726,790,7,7,7
lak109d.map,93,161,365,753,14,16,20
lak109d.map,94,222,310,790,6,99,54
lak109d.map,95,632,685,132,165,5,15
lak109d.map,96,289,285,814,5,36,29
lak109d.map,97,223,13,543,8,21,21
lak109d.map,98,73,106,279,5,11,11
lak109d.map,99,442,290,225,8,9,7
lak110d.map,0,321,245,37,5,28,18
lak110d.map,1,169,187,305,14,11,24
lak110d.map,2,305,83,348,13,23,25
lak110d.map,3,298,244,157,7,26,19
lak110d.map,4,112,62,187,3,3,3
lak110d.map,5,80,241,221,18,5,16
lak110d.map,6,157,238,263,10,3,1
lak110d.map,7,193,217,261,3,9,11
lak110d.map,8,249,295,83,7,28,22
lak110d.map,9,210,268,247,11,4,5
lak110d.map,10,283,294,199,14,8,20
lak110d.map,11,293,199,277,11,18,17
lak110d.map,12,296,192,228,9,18,18
lak110d.map,13,187,285,199,7,15,15
lak110d.map,14,62,158,203,9,8,10
lak110d.map,15,184,134,323,3,19,27
lak110d.map,16,169,194,174,2,7,7
lak110d.map,17,240,346,158,11,10,10
lak110d.map,18,281,226,158,8,5,5
lak110d.map,19,265,287,110,5,8,11
lak110d.map,20,168,294,209,7,11,19
lak110d.map,21,304,60,62,17,3,2
lak110d.map,22,234,259,286,2,4,4
lak110d.map,23,272,241,255,8,17,17
lak110d.map,24,112,86,223,3,15,29
lak110d.map,25,168,286,205,13,6,20
lak110d.map,26,321,298,260,4,12,12
lak110d.map,27,60,253,198,18,29,26
lak110d.map,28,241,166,205,4,11,11
lak110d.map,29,272,219,229,6,18,18
lak110d.map,30,304,227,295,6,19,17
lak110d.map,31,274,247,270,4,4,4
lak110d.map,32,105,187,261,11,6,6
lak110d.map,33,233,194,295,19,14,14
lak110d.map,34,296,191,228,10,18,18
lak110d.map,35,272,167,238,10,9,9
lak110d.map,36,241,260,181,8,6,12
lak110d.map,37,234,167,196,20,5,5
lak110d.map,38,112,231,174,12,28,24
lak110d.map,39,304,242,249,17,21,7
lak110d.map,40,347,295,13,5,54,22
lak110d.map,41,321,287,185,13,5,15
lak110d.map,42,170,196,210,3,11,18
lak110d.map,43,297,61,85,33,2,2
lak110d.map,44,273,260,86,14,7,19
lak110d.map,45,208,283,271,4,13,15
lak110d.map,46,160,238,13,7,7,9
lak110d.map,47,135,204,223,10,16,30
lak110d.map,48,234,228,191,7,13,9
lak110d.map,49,224,61,105,36,7,7
lak110d.map,50,185,131,167,7,14,11
lak110d.map,51,200,229,235,6,7,7
lak110d.map,52,209,260,195,4,14,11
lak110d.map,53,211,84,166,8,9,7
lak110d.map,54,193,211,225,9,13,19
lak110d.map,55,61,212,229,8,16,14
lak110d.map,56,281,132,196,8,22,16
lak110d.map,57,265,292,167,4,4,6
lak110d.map,58,240,267,255,4,11,11
lak110d.map,59,323,238,237,14,12,1
lak110d.map,60,248,262,36,13,9,21
lak110d.map,61,296,297,107,2,32,21
lak110d.map,62,252,302,222,3,22,22
lak110d.map,63,248,218,112,7,30,10
lak110d.map,64,61,295,301,19,22,20
lak110d.map,65,201,227,213,3,11,11
lak110d.map,66,36,244,295,18,4,14
lak110d.map,67,137,305,298,15,17,31
lak110d.map,68,161,281,276,11,6,8
lak110d.map,69,107,60,284,6,9,9
lak110d.map,70,299,191,228,13,21,21
lak110d.map,71,136,203,202,12,19,1
lak110d.map,72,200,229,183,6,5,5
lak110d.map,73,248,266,185,9,9,15
lak110d.map,74,193,109,229,18,9,15
lak110d.map,75,297,170,230,8,17,17
lak110d.map,76,250,276,279,3,4,4
lak110d.map,77,241,322,198,10,3,9
lak110d.map,78,137,244,322,12,7,19
lak110d.map,79,136,278,251,15,2,4
lak110d.map,80,273,170,275,9,24,24
lak110d.map,81,275,135,269,17,19,19
lak110d.map,82,249,159,131,35,5,7
lak110d.map,83,170,269,238,6,6,9
lak110d.map,84,208,236,268,5,9,9
lak110d.map,85,81,226,298,14,20,39
lak110d.map,86,224,222,243,3,6,5
lak110d.map,87,292,13,36,31,1,1
lak110d.map,88,195,222,61,4,21,21
lak110d.map,89,264,220,84,9,10,10
lak110d.map,90,200,162,36,15,5,12
lak110d.map,91,209,109,203,5,6,6
lak110d.map,92,192,257,202,14,5,12
lak110d.map,93,264,265,263,2,1,1
lak110d.map,94,232,236,187,5,4,7
lak110d.map,95,285,213,222,7,13,9
lak110d.map,96,112,111,157,2,7,6
lak110d.map,97,137,212,181,4,6,8
lak110d.map,98,108,36,296,7,20,31
lak110d.map,99,256,250,237,7,7,7
lak200d.map,0,6274,15755,3661,109,3761,1899
lak200d.map,1,4547,4660,19804,489,95,95
lak200d.map,2,6984,13796,2146,807,102,1256
lak200d.map,3,10000,4495,21489,3495,69,69
lak200d.map,4,10560,11421,15598,28,202,66
lak200d.map,5,7474,11246,8229,36,60,60
lak200d.map,6,2872,2037,7041,12,80,345
lak200d.map,7,4241,2823,7163,2064,0,0
lak200d.map,8,1041,5954,10994,49,72,36
lak200d.map,9,9012,3462,941,1775,41,99
lak200d.map,10,15608,6197,1482,1473,48,48
lak200d.map,11,16296,5954,1175,93,105,856
lak200d.map,12,209,2019,15877,24,663,114
lak200d.map,13,5632,1742,10184,672,1754,339
lak200d.map,14,7176,8464,1333,38,51,190
lak200d.map,15,6897,3691,9199,41,77,135
lak200d.map,16,1315,2583,21907,18,143,151
lak200d.map,17,4768,3654,7950,15,798,4702
lak200d.map,18,9035,6091,350,26,43,46
lak200d.map,19,12099,9316,20238,38,87,77
lak200d.map,20,9282,5220,1189,107,352,183
lak200d.map,21,14066,16450,8810,22,5892,818
lak200d.map,22,3872,9180,8016,83,44,1521
lak200d.map,23,5464,6086,1477,529,11,361
lak200d.map,24,2964,16583,18980,845,57,2699
lak200d.map,25,11257,12655,7694,13,5643,833
lak200d.map,26,2825,7786,8351,431,10,3426
lak200d.map,27,2712,1588,8107,676,5018,2118
lak200d.map,28,5945,6207,3435,74,26,26
lak200d.map,29,20373,9415,5070,117,37,82
lak200d.map,30,1329,7794,11535,198,119,88
lak200d.map,31,9416,5405,7970,1362,4185,874
lak200d.map,32,6920,10123,1057,41,59,59
lak200d.map,33,1851,10403,10852,612,45,2238
lak200d.map,34,3963,4093,5395,12,468,623
lak200d.map,35,7644,6222,6895,33,92,50
lak200d.map,36,5928,7116,8531,77,5211,1894
lak200d.map,37,7114,3034,3249,756,2900,581
lak200d.map,38,1483,6511,19676,49,130,130
lak200d.map,39,7068,6484,10853,40,32,32
lak200d.map,40,13089,18835,3031,48,1286,156
lak200d.map,41,6704,8391,1363,20,95,360
lak200d.map,42,18280,3328,1089,3417,3,142
lak200d.map,43,4763,5294,9742,2200,21,3572
lak200d.map,44,10017,11398,2546,30,3443,325
lak200d.map,45,2633,793,19527,35,385,4154
lak200d.map,46,6305,6755,6198,856,156,2387
lak200d.map,47,2599,2751,7494,1261,8,8
lak200d.map,48,9768,8204,4791,36,346,225
lak200d.map,49,2451,8884,4925,54,1180,727
lak200d.map,50,8163,7917,16174,37,88,88
lak200d.map,51,16442,5965,1454,1419,94,511
lak200d.map,52,7515,8213,5875,8,2929,998
lak200d.map,53,9317,7652,2709,28,617,101
lak200d.map,54,1349,5702,7174,836,48,585
lak200d.map,55,4952,7891,7227,23,61,332
lak200d.map,56,1072,9146,6605,214,1406,739
lak200d.map,57,1216,4407,8643,53,525,1310
lak200d.map,58,6329,6487,8253,67,5236,2230
lak200d.map,59,11533,8734,1038,22,241,114
lak200d.map,60,6049,11411,16306,90,66,66
lak200d.map,61,4206,4387,6958,1272,58,3433
lak200d.map,62,9266,7879,1627,24,393,174
lak200d.map,63,4528,2832,12122,2033,51,171
lak200d.map,64,6489,3564,8897,177,35,54
lak200d.map,65,11249,9862,4261,24,40,61
lak200d.map,66,5944,15739,15620,339,22,85
lak200d.map,67,800,9697,15045,281,100,100
lak200d.map,68,8896,14354,20799,42,183,88
lak200d.map,69,2488,5572,5940,1341,13,755
lak200d.map,70,8714,1182,2070,589,2943,166
lak200d.map,71,2304,3703,6604,12,468,795
lak200d.map,72,4276,926,1925,36,222,77
lak200d.map,73,11530,6775,6683,40,88,49
lak200d.map,74,1331,6803,6711,114,146,86
lak200d.map,75,7634,4135,4038,27,2478,637
lak200d.map,76,7760,2036,11155,58,897,79
lak200d.map,77,7776,8457,3517,25,3239,532
lak200d.map,78,16739,3189,5462,3124,3232,508
lak200d.map,79,8712,5880,235,3695,100,112
lak200d.map,80,3979,8285,16860,77,490,182
lak200d.map,81,6364,11956,1061,49,55,55
lak200d.map,82,5826,6967,4380,30,458,578
lak200d.map,83,13371,15333,6294,17,4841,808
lak200d.map,84,13369,8479,796,46,73,82
lak200d.map,85,9177,11578,18141,227,101,48
lak200d.map,86,3096,3791,7943,11,674,3970
lak200d.map,87,4408,12250,11950,59,80,143
lak200d.map,88,5669,3015,12262,26,60,60
lak200d.map,89,9558,12806,5989,52,151,100
lak200d.map,90,7456,4889,21344,4563,75,75
lak200d.map,91,11441,9738,3588,134,426,229
lak200d.map,92,3593,788,18412,466,90,1214
lak200d.map,93,1757,8037,9133,86,33,548
lak200d.map,94,14917,10556,6133,53,82,70
lak200d.map,95,4418,7131,20790,2204,85,85
lak200d.map,96,18263,10278,2303,173,57,59
lak200d.map,97,10977,6210,6270,42,144,58
lak200d.map,98,19387,1461,797,135,54,35
lak200d.map,99,3474,2972,11558,730,122,2451
lak201d.map,0,23327,29966,21735,186,1583,1367
lak201d.map,1,8104,9376,21167,35,1129,518
lak201d.map,2,1371,2125,35142,13,2738,3931
lak201d.map,3,23505,22021,4919,26,3644,4849
lak201d.map,4,20018,15919,11471,3427,1637,3834
lak201d.map,5,26681,22418,2165,31,160,499
lak201d.map,6,23072,29917,20246,140,2157,1443
lak201d.map,7,36296,29164,7353,1340,4976,4480
lak201d.map,8,33617,36557,22071,1283,16,1257
lak201d.map,9,24520,32812,15926,1009,3032,2312
lak201d.map,10,24432,35867,5983,328,2331,1210
lak201d.map,11,17521,16921,27742,3286,2034,1193
lak201d.map,12,21512,20287,18030,31,9,27
lak201d.map,13,20757,25054,27461,65,193,1186
lak201d.map,14,34892,22647,1661,55,1207,1980
lak201d.map,15,4621,24348,19797,3516,1015,4805
lak201d.map,16,18520,8641,12981,4665,2726,1618
lak201d.map,17,8387,19940,34293,326,5681,5502
lak201d.map,18,24602,13855,26743,6480,598,796
lak201d.map,19,22431,32615,24509,890,1374,2328
lak201d.map,20,6891,18303,21047,4796,7,3452
lak201d.map,21,25024,24134,16675,1355,2143,1784
lak201d.map,22,32105,30822,22798,1074,961,4463
lak201d.map,23,14424,5427,1673,49,15,30
lak201d.map,24,22313,34542,7846,1015,5017,4225
lak201d.map,25,32640,29304,37539,1068,1004,1906
lak201d.map,26,23240,22677,21796,433,1770,3058
lak201d.map,27,20658,5127,9717,379,46,46
lak201d.map,28,26114,9692,19997,1356,536,529
lak201d.map,29,19913,30166,9868,431,86,1118
lak201d.map,30,8880,12644,26156,30,2016,1152
lak201d.map,31,11105,874,8178,627,187,53
lak201d.map,32,9941,30071,25046,2263,2488,1215
lak201d.map,33,20920,28467,22787,156,1497,2711
lak201d.map,34,29809,29450,6929,568,1627,2424
lak201d.map,35,9176,7151,13382,204,36,78
lak201d.map,36,32609,26534,9959,1953,1231,2495
lak201d.map,37,9649,2171,24601,110,3206,1448
lak201d.map,38,11645,8630,25701,28,654,1467
lak201d.map,39,37539,24534,18470,58,1882,3286
lak201d.map,40,39041,22793,7094,270,6107,5934
lak201d.map,41,10635,27150,19685,1982,8,42
lak201d.map,42,33068,11622,1423,6319,36,1594
lak201d.map,43,30320,25199,22207,305,1903,315
lak201d.map,44,25157,11167,18254,316,764,1967
lak201d.map,45,20416,20214,6924,50,61,242
lak201d.map,46,12147,32867,27061,3367,122,2921
lak201d.map,47,24648,20051,19253,684,52,1629
lak201d.map,48,25177,32366,19295,842,659,619
lak201d.map,49,8616,26599,25027,2981,2092,4312
lak201d.map,50,11132,19921,18036,335,4479,5756
lak201d.map,51,10474,12679,1410,195,54,140
lak201d.map,52,19537,19789,3916,4,3212,4759
lak201d.map,53,26170,15231,20268,3401,659,156
lak201d.map,54,28785,31322,8379,57,5660,3037
lak201d.map,55,7411,7371,33638,116,1768,1279
lak201d.map,56,24258,27813,24246,658,4188,3065
lak201d.map,57,17006,12636,5174,6462,22,3147
lak201d.map,58,30165,22896,2413,84,394,1350
lak201d.map,59,14980,7854,36286,916,2309,7851
lak201d.map,60,3170,10412,11390,72,27,204
lak201d.map,61,36825,37567,21711,12,2494,2929
lak201d.map,62,7922,8149,26715,178,871,129
lak201d.map,63,22672,8216,22801,215,1417,1950
lak201d.map,64,23089,24802,8643,570,1411,3825
lak201d.map,65,8729,13982,23177,112,764,885
lak201d.map,66,36648,33138,21967,25,1337,444
lak201d.map,67,19290,3374,23245,5690,709,1112
lak201d.map,68,371,12597,28564,267,2760,5496
lak201d.map,69,19708,18207,26132,8,326,281
lak201d.map,70,23003,23822,27061,445,539,75
lak201d.map,71,25089,27566,25451,34,175,249
lak201d.map,72,7461,11412,9861,66,51,618
lak201d.map,73,36377,32397,27997,37,2568,1113
lak201d.map,74,12482,12986,22668,7,464,2185
lak201d.map,75,37778,21814,36893,101,2551,1109
lak201d.map,76,22618,15175,34319,856,80,348
lak201d.map,77,23777,34534,3124,128,5784,4912
lak201d.map,78,23004,18508,25238,23,5639,2743
lak201d.map,79,6968,19008,33276,5273,122,2522
lak201d.map,80,21714,11219,19675,1413,0,0
lak201d.map,81,36072,24066,21727,55,2438,2581
lak201d.map,82,6849,1674,20770,865,3687,5762
lak201d.map,83,23237,21470,19958,25,19,30
lak201d.map,84,3419,3158,29788,13,2854,3083
lak201d.map,85,11624,10412,28666,190,1740,1864
lak201d.map,86,31242,23647,23564,1534,575,3401
lak201d.map,87,19041,18028,2681,18,2874,4759
lak201d.map,88,32902,8644,4374,1633,495,2087
lak201d.map,89,22320,20015,8712,98,2453,4375
lak201d.map,90,25841,10150,27963,1696,44,44
lak201d.map,91,25762,24579,10638,1272,4803,4799
lak201d.map,92,2432,18481,25037,2197,3921,3137
lak201d.map,93,25161,26412,26649,7,18,26
lak201d.map,94,23783,23303,37796,23,272,69
lak201d.map,95,913,36813,38028,3212,282,2521
lak201d.map,96,5930,659,24837,55,2957,1391
lak201d.map,97,24379,20171,2415,673,208,2608
lak201d.map,98,21170,26716,23764,112,1877,3504
lak201d.map,99,21296,22843,35567,714,41,41
lak202d.map,0,11456,8939,8395,54,2584,689
lak202d.map,1,26808,6705,9000,639,3424,608
lak202d.map,2,4216,9961,15017,1734,1380,613
lak202d.map,3,18554,15494,9314,174,3218,3799
lak202d.map,4,5153,7677,11013,520,93,61
lak202d.map,5,9520,8527,20755,946,134,952
lak202d.map,6,7601,9933,9862,23,620,1012
lak202d.map,7,21539,17326,8142,100,675,509
lak202d.map,8,14857,10037,12925,178,1284,1888
lak202d.map,9,10025,17634,15802,1254,7,192
lak202d.map,10,8141,12150,6229,48,168,492
lak202d.map,11,2978,3442,8855,5,400,182
lak202d.map,12,7825,14086,22314,1270,374,166
lak202d.map,13,22768,18269,1260,113,1214,2379
lak202d.map,14,19673,17947,6385,33,1051,311
lak202d.map,15,18899,23532,10757,551,1447,622
lak202d.map,16,11248,17955,21534,1453,171,1627
lak202d.map,17,14033,9849,9749,29,361,345
lak202d.map,18,6088,11371,8777,137,194,290
lak202d.map,19,6720,8452,9778,211,182,309
lak202d.map,20,21849,18274,343,34,2382,830
lak202d.map,21,3752,5286,14469,34,419,578
lak202d.map,22,11817,12077,18252,650,1902,1615
lak202d.map,23,26492,9369,8396,184,4357,744
lak202d.map,24,8769,7194,21989,188,1370,285
lak202d.map,25,17952,12301,7297,1723,1178,1864
lak202d.map,26,16728,15437,2356,2418,335,193
lak202d.map,27,13945,21689,6068,341,617,275
lak202d.map,28,10036,9012,1895,2176,49,151
lak202d.map,29,491,7612,6885,400,38,130
lak202d.map,30,6865,9847,10007,73,7,152
lak202d.map,31,19016,6084,8689,1339,1773,3269
lak202d.map,32,14176,14189,17026,14,1450,1908
lak202d.map,33,11816,21522,19526,2541,11,641
lak202d.map,34,14163,13412,2053,644,638,198
lak202d.map,35,17491,18901,7799,25,2174,2302
lak202d.map,36,23848,16410,2517,214,2926,2870
lak202d.map,37,4057,2351,20101,17,4067,1375
lak202d.map,38,14632,13113,11920,498,93,799
lak202d.map,39,13580,14957,10399,28,1985,802
lak202d.map,40,13258,9515,2823,200,678,789
lak202d.map,41,18257,22766,10156,269,1101,1706
lak202d.map,42,16424,14047,13877,2393,15,581
lak202d.map,43,17160,23383,8390,593,2935,4298
lak202d.map,44,7920,14564,26957,791,143,2980
lak202d.map,45,13423,24007,5598,1328,275,108
lak202d.map,46,12481,10410,10236,2460,182,572
lak202d.map,47,8818,8812,9055,7,70,133
lak202d.map,48,15113,10044,8546,648,1495,1701
lak202d.map,49,10912,2052,15326,810,1366,808
lak202d.map,50,5449,13268,8499,225,546,362
lak202d.map,51,16424,15176,14798,17,1907,871
lak202d.map,52,10171,7036,1116,276,117,249
lak202d.map,53,8753,19202,25559,1276,124,313
lak202d.map,54,16226,12943,7675,1803,11,1486
lak202d.map,55,8600,8928,6544,21,106,370
lak202d.map,56,10587,10318,15895,400,275,846
lak202d.map,57,19984,9378,6088,136,161,293
lak202d.map,58,15785,15121,8700,1753,1904,2767
lak202d.map,59,8537,6075,26953,35,2591,3792
lak202d.map,60,15747,8551,26805,2340,388,2601
lak202d.map,61,9744,10031,10255,26,2901,698
lak202d.map,62,9984,7982,6255,43,20,20
lak202d.map,63,804,9782,14164,391,79,153
lak202d.map,64,24793,8975,8801,111,21,385
lak202d.map,65,11209,9846,7994,279,17,470
lak202d.map,66,8785,11709,9051,41,23,95
lak202d.map,67,25875,16102,1412,72,827,595
lak202d.map,68,11146,11764,4991,7,591,167
lak202d.map,69,8372,11670,8605,1137,169,684
lak202d.map,70,26640,9910,6236,119,835,2157
lak202d.map,71,10042,9579,25558,6,305,359
lak202d.map,72,14012,14709,9430,1164,0,0
lak202d.map,73,14397,9877,12638,127,1018,1109
lak202d.map,74,9553,7194,11999,276,279,61
lak202d.map,75,24160,26336,12021,21,2331,1526
lak202d.map,76,10409,8143,24941,1158,179,4271
lak202d.map,77,19521,11975,5300,1857,81,179
lak202d.map,78,25723,12387,11661,209,2271,788
lak202d.map,79,18400,10433,338,2655,108,1691
lak202d.map,80,18241,16694,2509,14,1370,4067
lak202d.map,81,8145,11365,15634,488,1177,427
lak202d.map,82,18129,8494,5915,88,570,155
lak202d.map,83,11025,14039,16269,728,463,2397
lak202d.map,84,23848,6712,8228,794,2774,2568
lak202d.map,85,10132,6558,13735,36,463,503
lak202d.map,86,8228,8309,24015,1047,518,3241
lak202d.map,87,9542,4059,6366,288,40,40
lak202d.map,88,14817,16236,18875,2767,10,1201
lak202d.map,89,17043,17029,8964,15,278,162
lak202d.map,90,11612,18558,6053,131,586,187
lak202d.map,91,18872,651,795,1394,16,3218
lak202d.map,92,17801,25258,6057,181,1276,3196
lak202d.map,93,7642,13734,8963,225,137,500
lak202d.map,94,16728,12958,9979,2191,94,356
lak202d.map,95,9215,7502,22607,20,1966,264
lak202d.map,96,21843,17189,10060,35,46,141
lak202d.map,97,9257,25869,2039,384,450,248
lak202d.map,98,14043,18398,16420,2084,25,1531
lak202d.map,99,5153,17961,17505,2110,32,136
lak203d.map,0,1281,2183,5321,15,770,545
lak203d.map,1,1628,2861,5261,13,96,238
lak203d.map,2,4458,5573,5814,16,24,24
lak203d.map,3,4993,5087,2204,20,39,110
lak203d.map,4,9320,2507,2178,1762,3,666
lak203d.map,5,160,2743,8867,31,987,1776
lak203d.map,6,5186,2749,8962,599,337,627
lak203d.map,7,1864,274,2165,43,38,55
lak203d.map,8,3848,932,6726,1357,84,45
lak203d.map,9,1970,1172,5975,22,524,544
lak203d.map,10,6629,5325,1407,225,693,851
lak203d.map,11,6736,5535,4588,328,178,102
lak203d.map,12,3768,1531,8515,24,390,218
lak203d.map,13,9073,5623,4331,91,91,209
lak203d.map,14,5707,8196,8518,266,18,638
lak203d.map,15,272,825,4211,15,688,211
lak203d.map,16,5241,2086,389,104,36,166
lak203d.map,17,8984,6960,7400,27,261,31
lak203d.map,18,6723,7404,2838,16,1707,842
lak203d.map,19,4792,5943,6955,926,8,12
lak203d.map,20,6514,2731,399,1627,45,810
lak203d.map,21,722,3189,2429,26,24,39
lak203d.map,22,7394,5011,855,137,37,935
lak203d.map,23,2201,1863,1382,6,535,114
lak203d.map,24,1179,4549,9099,260,1266,1115
lak203d.map,25,5081,4844,4675,16,118,44
lak203d.map,26,8408,5417,5220,551,27,221
lak203d.map,27,8984,8981,7865,4,11,11
lak203d.map,28,4456,3511,5724,160,73,295
lak203d.map,29,1381,7069,4803,1034,202,645
lak203d.map,30,1529,5107,4156,115,885,166
lak203d.map,31,4602,6523,1940,35,1454,1050
lak203d.map,32,4530,938,7196,1079,17,17
lak203d.map,33,5296,6059,4557,265,47,47
lak203d.map,34,5256,5357,4602,13,204,99
lak203d.map,35,3077,1605,5220,368,92,372
lak203d.map,36,960,4800,8526,328,899,1216
lak203d.map,37,932,1188,1413,61,23,105
lak203d.map,38,288,1082,4939,18,982,803
lak203d.map,39,2426,4982,4708,177,348,159
lak203d.map,40,2295,2087,5107,19,218,274
lak203d.map,41,5560,2083,59,37,27,60
lak203d.map,42,7843,52,741,1765,2,874
lak203d.map,43,1267,4613,6199,1191,13,950
lak203d.map,44,6858,2516,3091,1230,4,177
lak203d.map,45,5280,1860,57,572,480,909
lak203d.map,46,2644,1981,5446,16,47,55
lak203d.map,47,4932,7078,5125,38,71,64
lak203d.map,48,5704,7395,8962,378,184,711
lak203d.map,49,4785,4419,8851,47,385,196
